Toyota의 통화는 JPY이고, Toyota의 주가는 2712.0입니다. Toyota의 1개월 성과는 0.9%, 3개월 성과는 8.4%, 1년 성과는 34.6%입니다. Toyota의 시가총액은 현지 통화로 44246.2억, USD로는 293.2억입니다. Toyota의 2023년 예상 PER는 14.9배, 2024년은 10.0배, 2025년은 9.7배입니다. Toyota의 PBR은 2023년에 1.3배, 2024년에 1.2배, 2025년에 1.1배입니다. Toyota의 ROE는 2023년에 9.4%, 2024년에 12.9%, 2025년에 11.9%입니다.
BYD의 통화는 HKD이고, BYD의 주가는 233.2입니다. BYD의 1개월 성과는 -3.6%, 3개월 성과는 -13.3%, 1년 성과는 22.2%입니다. BYD의 시가총액은 현지 통화로 713.8억, USD로는 91.2억입니다. BYD의 2023년 예상 PER는 21.8배, 2024년은 16.3배, 2025년은 12.6배입니다. BYD의 PBR은 2023년에 4.6배, 2024년에 3.6배, 2025년에 2.8배입니다. BYD의 ROE는 2023년에 22.8%, 2024년에 23.8%, 2025년에 24.3%입니다.
Dongfeng의 통화는 HKD이고, Dongfeng의 주가는 3.5입니다. Dongfeng의 1개월 성과는 12.9%, 3개월 성과는 -0.3%, 1년 성과는 -10.7%입니다. Dongfeng의 시가총액은 현지 통화로 29.3억, USD로는 3.7억입니다. Dongfeng의 2023년 예상 PER는 5.8배, 2024년은 5.8배, 2025년은 6.6배입니다. Dongfeng의 PBR은 2023년에 0.2배, 2024년에 0.2배, 2025년에 0.2배입니다. Dongfeng의 ROE는 2023년에 2.8%, 2024년에 3.0%, 2025년에 2.4%입니다.
BAIC의 통화는 HKD이고, BAIC의 주가는 2.2입니다. BAIC의 1개월 성과는 -8.0%, 3개월 성과는 -2.7%, 1년 성과는 14.7%입니다. BAIC의 시가총액은 현지 통화로 17.5억, USD로는 2.2억입니다. BAIC의 2023년 예상 PER는 4.1배, 2024년은 4.0배, 2025년은 4.1배입니다. BAIC의 PBR은 2023년에 0.3배, 2024년에 0.3배, 2025년에 0.3배입니다. BAIC의 ROE는 2023년에 7.4%, 2024년에 5.6%, 2025년에 6.5%입니다.
Guangzhou의 통화는 HKD이고, Guangzhou의 주가는 3.7입니다. Guangzhou의 1개월 성과는 -5.2%, 3개월 성과는 -23.2%, 1년 성과는 -29.4%입니다. Guangzhou의 시가총액은 현지 통화로 90.6억, USD로는 11.6억입니다. Guangzhou의 2023년 예상 PER는 5.8배, 2024년은 5.0배, 2025년은 4.8배입니다. Guangzhou의 PBR은 2023년에 0.3배, 2024년에 0.3배, 2025년에 0.3배입니다. Guangzhou의 ROE는 2023년에 5.4%, 2024년에 5.8%, 2025년에 5.9%입니다.
Geely의 통화는 HKD이고, Geely의 주가는 8.9입니다. Geely의 1개월 성과는 -4.2%, 3개월 성과는 -18.2%, 1년 성과는 -6.7%입니다. Geely의 시가총액은 현지 통화로 89.1억, USD로는 11.4억입니다. Geely의 2023년 예상 PER는 17.3배, 2024년은 11.9배, 2025년은 9.1배입니다. Geely의 PBR은 2023년에 1.0배, 2024년에 1.0배, 2025년에 0.9배입니다. Geely의 ROE는 2023년에 6.2%, 2024년에 8.3%, 2025년에 9.7%입니다.
SAIC의 통화는 CNY이고, SAIC의 주가는 14.5입니다. SAIC의 1개월 성과는 -1.9%, 3개월 성과는 -5.3%, 1년 성과는 1.3%입니다. SAIC의 시가총액은 현지 통화로 169.6억, USD로는 23.2억입니다. SAIC의 2023년 예상 PER는 10.5배, 2024년은 9.6배, 2025년은 8.8배입니다. SAIC의 PBR은 2023년에 0.6배, 2024년에 0.6배, 2025년에 0.5배입니다. SAIC의 ROE는 2023년에 5.6%, 2024년에 6.3%, 2025년에 6.0%입니다.
Changan의 통화는 CNY이고, Changan의 주가는 15.0입니다. Changan의 1개월 성과는 11.9%, 3개월 성과는 -5.2%, 1년 성과는 21.7%입니다. Changan의 시가총액은 현지 통화로 130.0억, USD로는 17.8억입니다. Changan의 2023년 예상 PER는 15.4배, 2024년은 17.4배, 2025년은 14.3배입니다. Changan의 PBR은 2023년에 2.1배, 2024년에 1.9배, 2025년에 1.7배입니다. Changan의 ROE는 2023년에 14.0%, 2024년에 11.0%, 2025년에 12.1%입니다.
HMC의 통화는 KRW이고, HMC의 주가는 170300.0입니다. HMC의 1개월 성과는 -10.9%, 3개월 성과는 -11.5%, 1년 성과는 3.2%입니다. HMC의 시가총액은 현지 통화로 36023.8억, USD로는 26.7억입니다. HMC의 2023년 예상 PER는 3.5배, 2024년은 3.7배, 2025년은 3.7배입니다. HMC의 PBR은 2023년에 0.5배, 2024년에 0.4배, 2025년에 0.4배입니다. HMC의 ROE는 2023년에 13.9%, 2024년에 11.7%, 2025년에 10.6%입니다.
Kia의 통화는 KRW이고, Kia의 주가는 77400.0입니다. Kia의 1개월 성과는 -4.9%, 3개월 성과는 -3.3%, 1년 성과는 16.9%입니다. Kia의 시가총액은 현지 통화로 31118.2억, USD로는 23.1억입니다. Kia의 2023년 예상 PER는 3.3배, 2024년은 3.5배, 2025년은 3.5배입니다. Kia의 PBR은 2023년에 0.7배, 2024년에 0.6배, 2025년에 0.5배입니다. Kia의 ROE는 2023년에 21.6%, 2024년에 17.7%, 2025년에 15.3%입니다.
Continental의 통화는 EUR이고, Continental의 주가는 62.1입니다. Continental의 1개월 성과는 -6.5%, 3개월 성과는 -15.3%, 1년 성과는 17.2%입니다. Continental의 시가총액은 현지 통화로 12.4억, USD로는 13.1억입니다. Continental의 2023년 예상 PER는 8.3배, 2024년은 6.7배, 2025년은 5.6배입니다. Continental의 PBR은 2023년에 0.9배, 2024년에 0.8배, 2025년에 0.7배입니다. Continental의 ROE는 2023년에 10.8%, 2024년에 12.0%, 2025년에 13.4%입니다.
Valeo의 통화는 EUR이고, Valeo의 주가는 12.8입니다. Valeo의 1개월 성과는 -21.5%, 3개월 성과는 -37.1%, 1년 성과는 -26.4%입니다. Valeo의 시가총액은 현지 통화로 3.1억, USD로는 3.3억입니다. Valeo의 2023년 예상 PER는 10.4배, 2024년은 5.9배, 2025년은 4.1배입니다. Valeo의 PBR은 2023년에 0.8배, 2024년에 0.7배, 2025년에 0.6배입니다. Valeo의 ROE는 2023년에 7.4%, 2024년에 12.2%, 2025년에 15.4%입니다.
Autoliv의 통화는 EUR이고, Autoliv의 주가는 86.0입니다. Autoliv의 1개월 성과는 -5.5%, 3개월 성과는 -5.0%, 1년 성과는 5.5%입니다. Autoliv의 시가총액은 현지 통화로 7.2억, USD로는 7.6억입니다. Autoliv의 2023년 예상 PER는 12.2배, 2024년은 9.3배, 2025년은 7.8배입니다. Autoliv의 PBR은 2023년에 2.9배, 2024년에 2.6배, 2025년에 2.2배입니다. Autoliv의 ROE는 2023년에 22.7%, 2024년에 28.2%, 2025년에 29.4%입니다.
Forvia의 통화는 EUR이고, Forvia의 주가는 16.2입니다. Forvia의 1개월 성과는 -17.6%, 3개월 성과는 -29.8%, 1년 성과는 4.0%입니다. Forvia의 시가총액은 현지 통화로 3.2억, USD로는 3.4억입니다. Forvia의 2023년 예상 PER는 9.0배, 2024년은 4.9배, 2025년은 3.6배입니다. Forvia의 PBR은 2023년에 0.6배, 2024년에 0.6배, 2025년에 0.5배입니다. Forvia의 ROE는 2023년에 6.9%, 2024년에 11.8%, 2025년에 15.1%입니다.
JCI의 통화는 USD이고, JCI의 주가는 49.8입니다. JCI의 1개월 성과는 -6.4%, 3개월 성과는 -28.9%, 1년 성과는 -14.2%입니다. JCI의 시가총액은 현지 통화로 33.9억, USD로는 33.9억입니다. JCI의 2023년 예상 PER는 14.0배, 2024년은 12.7배, 2025년은 11.3배입니다. JCI의 PBR은 2023년에 2.0배, 2024년에 1.9배, 2025년에 1.8배입니다. JCI의 ROE는 2023년에 14.0%, 2024년에 15.2%, 2025년에 16.0%입니다.
Magna의 통화는 USD이고, Magna의 주가는 48.2입니다. Magna의 1개월 성과는 -10.0%, 3개월 성과는 -24.6%, 1년 성과는 -13.6%입니다. Magna의 시가총액은 현지 통화로 13.8억, USD로는 13.8억입니다. Magna의 2023년 예상 PER는 9.2배, 2024년은 7.3배, 2025년은 5.9배입니다. Magna의 PBR은 2023년에 1.2배, 2024년에 1.1배, 2025년에 1.0배입니다. Magna의 ROE는 2023년에 13.5%, 2024년에 15.7%, 2025년에 17.0%입니다.
BorgWarner의 통화는 USD이고, BorgWarner의 주가는 37.1입니다. BorgWarner의 1개월 성과는 -8.1%, 3개월 성과는 -20.1%, 1년 성과는 13.1%입니다. BorgWarner의 시가총액은 현지 통화로 8.7억, USD로는 8.7억입니다. BorgWarner의 2023년 예상 PER는 9.5배, 2024년은 8.5배, 2025년은 7.4배입니다. BorgWarner의 PBR은 2023년에 1.1배, 2024년에 1.0배, 2025년에 0.9배입니다. BorgWarner의 ROE는 2023년에 12.3%, 2024년에 13.2%, 2025년에 13.8%입니다.
Visteon의 통화는 USD이고, Visteon의 주가는 112.7입니다. Visteon의 1개월 성과는 -18.3%, 3개월 성과는 -27.4%, 1년 성과는 -15.8%입니다. Visteon의 시가총액은 현지 통화로 3.1억, USD로는 3.1억입니다. Visteon의 2023년 예상 PER는 16.8배, 2024년은 12.1배, 2025년은 9.8배입니다. Visteon의 PBR은 2023년에 4.4배, 2024년에 3.5배, 2025년에 2.9배입니다. Visteon의 ROE는 2023년에 26.1%, 2024년에 29.7%, 2025년에 28.6%입니다.
Denso의 통화는 JPY이고, Denso의 주가는 2360.0입니다. Denso의 1개월 성과는 -1.9%, 3개월 성과는 -4.0%, 1년 성과는 26.7%입니다. Denso의 시가총액은 현지 통화로 7438.2억, USD로는 49.3억입니다. Denso의 2023년 예상 PER는 22.1배, 2024년은 14.5배, 2025년은 13.1배입니다. Denso의 PBR은 2023년에 1.6배, 2024년에 1.5배, 2025년에 1.4배입니다. Denso의 ROE는 2023년에 7.4%, 2024년에 10.6%, 2025년에 11.1%입니다.
Nidec의 통화는 JPY이고, Nidec의 주가는 5533.0입니다. Nidec의 1개월 성과는 -19.7%, 3개월 성과는 -32.2%, 1년 성과는 -31.0%입니다. Nidec의 시가총액은 현지 통화로 3299.2억, USD로는 21.9억입니다. Nidec의 2023년 예상 PER는 39.8배, 2024년은 17.5배, 2025년은 16.2배입니다. Nidec의 PBR은 2023년에 2.4배, 2024년에 2.1배, 2025년에 2.0배입니다. Nidec의 ROE는 2023년에 7.0%, 2024년에 12.8%, 2025년에 12.6%입니다.
Toyota_Ind.의 통화는 JPY이고, Toyota_Ind.의 주가는 11715.0입니다. Toyota_Ind.의 1개월 성과는 0.0%, 3개월 성과는 12.4%, 1년 성과는 53.9%입니다. Toyota_Ind.의 시가총액은 현지 통화로 3817.2억, USD로는 25.3억입니다. Toyota_Ind.의 2023년 예상 PER는 19.2배, 2024년은 16.3배, 2025년은 15.4배입니다. Toyota_Ind.의 PBR은 2023년에 0.9배, 2024년에 0.8배, 2025년에 0.8배입니다. Toyota_Ind.의 ROE는 2023년에 4.9%, 2024년에 5.5%, 2025년에 5.5%입니다.
Sumitomo_E.의 통화는 JPY이고, Sumitomo_E.의 주가는 1617.0입니다. Sumitomo_E.의 1개월 성과는 -10.2%, 3개월 성과는 -13.9%, 1년 성과는 1.4%입니다. Sumitomo_E.의 시가총액은 현지 통화로 1283.8억, USD로는 8.5억입니다. Sumitomo_E.의 2023년 예상 PER는 12.7배, 2024년은 11.6배, 2025년은 9.7배입니다. Sumitomo_E.의 PBR은 2023년에 0.7배, 2024년에 0.6배, 2025년에 0.6배입니다. Sumitomo_E.의 ROE는 2023년에 5.4%, 2024년에 5.6%, 2025년에 6.4%입니다.
Aisin_Seiki의 통화는 JPY이고, Aisin_Seiki의 주가는 5487.0입니다. Aisin_Seiki의 1개월 성과는 -3.1%, 3개월 성과는 16.3%, 1년 성과는 39.6%입니다. Aisin_Seiki의 시가총액은 현지 통화로 1616.9억, USD로는 10.7억입니다. Aisin_Seiki의 2023년 예상 PER는 19.8배, 2024년은 10.1배, 2025년은 9.1배입니다. Aisin_Seiki의 PBR은 2023년에 0.8배, 2024년에 0.8배, 2025년에 0.7배입니다. Aisin_Seiki의 ROE는 2023년에 4.6%, 2024년에 8.3%, 2025년에 8.6%입니다.
Mobis의 통화는 KRW이고, Mobis의 주가는 212500.0입니다. Mobis의 1개월 성과는 -11.6%, 3개월 성과는 -6.6%, 1년 성과는 -3.0%입니다. Mobis의 시가총액은 현지 통화로 20035.6억, USD로는 14.9억입니다. Mobis의 2023년 예상 PER는 5.6배, 2024년은 5.3배, 2025년은 4.9배입니다. Mobis의 PBR은 2023년에 0.5배, 2024년에 0.4배, 2025년에 0.4배입니다. Mobis의 ROE는 2023년에 9.0%, 2024년에 8.9%, 2025년에 8.8%입니다.
Hyundai_AutoEver의 통화는 KRW이고, Hyundai_AutoEver의 주가는 130500.0입니다. Hyundai_AutoEver의 1개월 성과는 -30.1%, 3개월 성과는 -18.4%, 1년 성과는 14.5%입니다. Hyundai_AutoEver의 시가총액은 현지 통화로 3578.8억, USD로는 2.7억입니다. Hyundai_AutoEver의 2023년 예상 PER는 23.4배, 2024년은 19.9배, 2025년은 16.5배입니다. Hyundai_AutoEver의 PBR은 2023년에 2.2배, 2024년에 2.0배, 2025년에 1.8배입니다. Hyundai_AutoEver의 ROE는 2023년에 9.9%, 2024년에 10.6%, 2025년에 11.6%입니다.
Wia의 통화는 KRW이고, Wia의 주가는 52200.0입니다. Wia의 1개월 성과는 -18.1%, 3개월 성과는 -13.6%, 1년 성과는 -14.0%입니다. Wia의 시가총액은 현지 통화로 1419.6억, USD로는 1.1억입니다. Wia의 2023년 예상 PER는 12.2배, 2024년은 6.4배, 2025년은 5.3배입니다. Wia의 PBR은 2023년에 0.4배, 2024년에 0.4배, 2025년에 0.4배입니다. Wia의 ROE는 2023년에 3.4%, 2024년에 6.4%, 2025년에 7.1%입니다.
Hanon의 통화는 KRW이고, Hanon의 주가는 7000.0입니다. Hanon의 1개월 성과는 -25.7%, 3개월 성과는 -16.8%, 1년 성과는 -12.2%입니다. Hanon의 시가총액은 현지 통화로 3736.6억, USD로는 2.8억입니다. Hanon의 2023년 예상 PER는 14.6배, 2024년은 12.3배, 2025년은 10.2배입니다. Hanon의 PBR은 2023년에 1.6배, 2024년에 1.5배, 2025년에 1.4배입니다. Hanon의 ROE는 2023년에 11.2%, 2024년에 12.6%, 2025년에 14.3%입니다.
Mando의 통화는 KRW이고, Mando의 주가는 32700.0입니다. Mando의 1개월 성과는 -22.1%, 3개월 성과는 -27.4%, 1년 성과는 -37.1%입니다. Mando의 시가총액은 현지 통화로 1535.5억, USD로는 1.1억입니다. Mando의 2023년 예상 PER는 7.9배, 2024년은 5.9배, 2025년은 5.2배입니다. Mando의 PBR은 2023년에 0.7배, 2024년에 0.6배, 2025년에 0.6배입니다. Mando의 ROE는 2023년에 8.8%, 2024년에 10.7%, 2025년에 11.2%입니다.
Huayu의 통화는 CNY이고, Huayu의 주가는 17.6입니다. Huayu의 1개월 성과는 -6.3%, 3개월 성과는 -8.9%, 1년 성과는 0.0%입니다. Huayu의 시가총액은 현지 통화로 55.4억, USD로는 7.6억입니다. Huayu의 2023년 예상 PER는 7.7배, 2024년은 6.9배, 2025년은 6.2배입니다. Huayu의 PBR은 2023년에 1.0배, 2024년에 0.9배, 2025년에 0.8배입니다. Huayu의 ROE는 2023년에 12.8%, 2024년에 13.3%, 2025년에 13.4%입니다.
